WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
5,Melbourne,Australian Open,1/22/23,Grand Slam,Outdoor,Hard,4th Round,3,Rybakina E.,Swiatek I.,25,1,1585,11025,6,4,6,4,,,2,0,Completed,4.33,1.22,4.56,1.24,4.56,1.27,4.1,1.24
5,Melbourne,Australian Open,1/22/23,Grand Slam,Outdoor,Hard,4th Round,3,Ostapenko J.,Gauff C.,17,7,2040,3762,7,5,6,3,,,2,0,Completed,4.5,1.2,4.34,1.26,4.6,1.26,4.32,1.22
5,Melbourne,Australian Open,1/22/23,Grand Slam,Outdoor,Hard,4th Round,3,Pegula J.,Krejcikova B.,3,23,5000,1600,7,5,6,2,,,2,0,Completed,1.4,3,1.44,3.02,1.54,3.02,1.43,2.85
5,Melbourne,Australian Open,1/22/23,Grand Slam,Outdoor,Hard,4th Round,3,Azarenka V.,Zhu L.,24,87,1598,724,4,6,6,1,6,4,2,1,Completed,1.14,5.5,1.16,6.31,1.2,6.31,1.14,5.67
5,Melbourne,Australian Open,1/23/23,Grand Slam,Outdoor,Hard,4th Round,3,Sabalenka A.,Bencic B.,5,10,4340,2735,7,5,6,2,,,2,0,Completed,1.67,2.2,1.78,2.2,1.78,2.32,1.7,2.18
5,Melbourne,Australian Open,1/23/23,Grand Slam,Outdoor,Hard,4th Round,3,Vekic D.,Fruhvirtova L.,64,82,906,746,6,2,1,6,6,3,2,1,Completed,1.4,3,1.39,3.27,1.46,3.27,1.39,3.02
5,Melbourne,Australian Open,1/23/23,Grand Slam,Outdoor,Hard,4th Round,3,Linette M.,Garcia C.,45,4,1060,4415,7,6,6,4,,,2,0,Completed,3,1.4,3.15,1.41,3.4,1.43,3.05,1.38
5,Melbourne,Australian Open,1/23/23,Grand Slam,Outdoor,Hard,4th Round,3,Pliskova Ka.,Zhang S.,31,22,1450,1600,6,0,6,4,,,2,0,Completed,1.44,2.75,1.46,2.96,1.5,2.96,1.45,2.8
5,Melbourne,Australian Open,1/24/23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Ostapenko J.,25,17,1585,2040,6,2,6,4,,,2,0,Completed,1.36,3.2,1.39,3.27,1.44,3.3,1.37,3.13
5,Melbourne,Australian Open,1/24/23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Pegula J.,24,3,1598,5000,6,4,6,1,,,2,0,Completed,3.4,1.33,3.72,1.32,3.77,1.41,3.4,1.33
5,Melbourne,Australian Open,1/25/23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Linette M.,Pliskova Ka.,45,31,1060,1450,6,3,7,5,,,2,0,Completed,2.38,1.57,2.5,1.6,2.58,1.64,2.4,1.58
5,Melbourne,Australian Open,1/25/23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Vekic D.,5,64,4340,906,6,3,6,2,,,2,0,Completed,1.29,3.75,1.28,4.12,1.31,4.12,1.29,3.7
5,Melbourne,Australian Open,1/26/23,Grand Slam,Outdoor,Hard,Semifinals,3,Rybakina E.,Azarenka V.,25,24,1585,1598,7,6,6,3,,,2,0,Completed,1.44,2.75,1.5,2.8,1.54,2.91,1.48,2.73
5,Melbourne,Australian Open,1/26/23,Grand Slam,Outdoor,Hard,Semifinals,3,Sabalenka A.,Linette M.,5,45,4340,1060,7,6,6,2,,,2,0,Completed,1.17,5,1.18,5.59,1.23,5.59,1.19,4.88
5,Melbourne,Australian Open,1/28/23,Grand Slam,Outdoor,Hard,The Final,3,Sabalenka A.,Rybakina E.,5,25,4340,1585,4,6,6,3,6,4,2,1,Completed,1.8,2.1,1.77,2.18,1.86,2.22,1.78,2.09
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Tsurenko L.,Bonaventure Y.,136,97,473,684,6,3,4,6,6,4,2,1,Completed,1.57,2.38,1.64,2.39,1.67,2.45,1.58,2.34
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Jang S.,Boulter K.,149,121,417,541,6,3,4,6,6,3,2,1,Completed,4,1.25,4.14,1.27,4.4,1.29,3.89,1.25
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Wang Xin.,Zueger J.,81,180,768,365,6,2,6,2,,,2,0,Completed,1.22,4.33,1.27,4.11,1.28,4.4,1.24,4.01
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Zhu L.,Wang Xiy.,54,59,955,919,4,6,6,3,6,0,2,1,Completed,1.57,2.38,1.57,2.55,1.62,2.72,1.55,2.4
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Zidansek T.,Sharma A.,132,219,497,298,6,2,6,3,,,2,0,Completed,1.53,2.5,1.6,2.47,1.62,2.6,1.56,2.4
6,Hua Hin,Thailand Open,1/30/23,WTA250,Outdoor,Hard,1st Round,3,Bjorklund M.,Tararudee L.,153,365,408,143,6,2,6,4,,,2,0,Completed,1.53,2.5,1.58,2.52,1.58,2.63,1.52,2.47
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Maria T.,Eala A.,63,217,884,299,6,2,6,2,,,2,0,Completed,1.5,2.63,1.58,2.52,1.58,2.63,1.52,2.51
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Hibino N.,Savinykh V.,139,230,451,284,6,0,6,2,,,2,0,Completed,1.44,2.75,1.48,2.84,1.5,2.96,1.44,2.74
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Watson H.,Putintseva Y.,160,44,389,1114,5,7,6,4,7,6,2,1,Completed,3.5,1.3,3.55,1.34,3.75,1.36,3.39,1.31
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Han N.L.,Ruse E.G.,176,144,376,436,6,4,1,6,6,4,2,1,Completed,2.3,1.62,2.62,1.55,2.63,1.63,2.43,1.54
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Kalinskaya A.,Makarova E.,53,221,956,294,6,1,6,1,,,2,0,Completed,1.06,10,1.07,10.7,1.07,10.7,1.06,8.85
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Zakharova A.,Schmiedlova A.,186,92,358,703,3,6,7,5,6,3,2,1,Completed,2.5,1.53,2.73,1.51,2.77,1.53,2.56,1.5
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Mattek-Sands B.,51,N/A,978,N/A,6,3,6,1,,,2,0,Completed,1.08,8,1.08,9.92,1.1,11,1.08,7.8
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Kostyuk M.,Liang E.S.,60,364,915,143,6,7,6,3,6,0,2,1,Completed,1.08,8,1.11,8.15,1.11,8.15,1.09,7.32
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Yastremska D.,Uchijima M.,103,116,611,548,6,3,6,7,6,2,2,1,Completed,1.67,2.2,1.63,2.4,1.71,2.4,1.66,2.19
6,Hua Hin,Thailand Open,1/31/23,WTA250,Outdoor,Hard,1st Round,3,Andreescu B.,Dart H.,42,104,1191,607,6,3,6,4,,,2,0,Completed,1.14,5.5,1.19,5.35,1.19,5.75,1.16,5.15
6,Hua Hin,Thailand Open,2/1/23,WTA250,Outdoor,Hard,2nd Round,3,Zhu L.,Jang S.,54,149,955,417,6,4,7,6,,,2,0,Completed,1.2,4.5,1.25,4.38,1.26,4.5,1.23,4.11
6,Hua Hin,Thailand Open,2/1/23,WTA250,Outdoor,Hard,2nd Round,3,Wang Xin.,Bjorklund M.,81,153,768,408,6,3,6,3,,,2,0,Completed,1.36,3.2,1.43,3.03,1.46,3.2,1.39,2.94
6,Hua Hin,Thailand Open,2/1/23,WTA250,Outdoor,Hard,2nd Round,3,Zidansek T.,Fruhvirtova L.,132,51,497,978,6,3,4,6,6,4,2,1,Completed,3,1.4,3.27,1.37,3.27,1.4,3.04,1.37
6,Hua Hin,Thailand Open,2/1/23,WTA250,Outdoor,Hard,2nd Round,3,Tsurenko L.,Kalinskaya A.,136,53,473,956,6,0,6,7,6,4,2,1,Completed,2.5,1.53,2.7,1.52,2.7,1.55,2.55,1.5
6,Hua Hin,Thailand Open,2/2/23,WTA250,Outdoor,Hard,2nd Round,3,Kostyuk M.,Hibino N.,60,139,915,451,6,3,7,6,,,2,0,Completed,1.29,3.75,1.3,3.88,1.35,3.88,1.29,3.51
6,Hua Hin,Thailand Open,2/2/23,WTA250,Outdoor,Hard,2nd Round,3,Watson H.,Han N.L.,160,176,389,376,6,3,5,7,6,4,2,1,Completed,1.53,2.5,1.51,2.72,1.54,2.88,1.5,2.56
6,Hua Hin,Thailand Open,2/2/23,WTA250,Outdoor,Hard,2nd Round,3,Maria T.,Yastremska D.,63,103,884,611,6,0,6,4,,,2,0,Completed,1.57,2.38,1.57,2.54,1.61,2.55,1.55,2.4
6,Hua Hin,Thailand Open,2/2/23,WTA250,Outdoor,Hard,2nd Round,3,Andreescu B.,Zakharova A.,42,186,1191,358,6,2,7,5,,,2,0,Completed,1.07,9,1.09,9.63,1.1,9.63,1.08,7.86
6,Hua Hin,Thailand Open,2/3/23,WTA250,Outdoor,Hard,Quarterfinals,3,Wang Xin.,Watson H.,81,160,768,389,6,3,6,7,6,4,2,1,Completed,1.4,3,1.43,3.08,1.47,3.15,1.4,2.88
6,Hua Hin,Thailand Open,2/3/23,WTA250,Outdoor,Hard,Quarterfinals,3,Zhu L.,Zidansek T.,54,132,955,497,6,2,6,2,,,2,0,Completed,1.67,2.2,1.75,2.21,1.75,2.24,1.68,2.15
6,Hua Hin,Thailand Open,2/3/23,WTA250,Outdoor,Hard,Quarterfinals,3,Tsurenko L.,Maria T.,136,63,473,884,6,1,6,1,,,2,0,Completed,1.8,2,1.82,2.11,1.88,2.11,1.79,2
6,Hua Hin,Thailand Open,2/3/23,WTA250,Outdoor,Hard,Quarterfinals,3,Andreescu B.,Kostyuk M.,42,60,1191,915,6,0,7,6,,,2,0,Completed,1.57,2.38,1.57,2.58,1.62,2.58,1.57,2.35
6,Hua Hin,Thailand Open,2/4/23,WTA250,Outdoor,Hard,Semifinals,3,Zhu L.,Wang Xin.,54,81,955,768,6,2,6,4,,,2,0,Completed,1.57,2.38,1.63,2.45,1.63,2.67,1.55,2.41
6,Hua Hin,Thailand Open,2/4/23,WTA250,Outdoor,Hard,Semifinals,3,Tsurenko L.,Andreescu B.,136,42,473,1191,7,5,4,0,,,1,0,Retired,3.4,1.33,3.51,1.35,3.51,1.35,3.27,1.33
6,Hua Hin,Thailand Open,2/5/23,WTA250,Outdoor,Hard,The Final,3,Zhu L.,Tsurenko L.,54,136,955,473,6,4,6,4,,,2,0,Completed,1.8,2,1.88,2.02,1.9,2.1,1.81,1.97
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Zanevska M.,Galfi D.,93,91,702,705,6,1,7,6,,,2,0,Completed,1.29,3.75,1.3,3.91,1.3,4.2,1.27,3.68
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Sherif M.,Konjuh A.,50,142,991,440,6,2,3,2,,,1,0,Retired,1.33,3.4,1.45,2.95,1.45,3.45,1.39,2.97
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Osorio M.,Cornet A.,73,58,804,927,6,4,4,6,6,1,2,1,Completed,2.38,1.57,2.57,1.56,2.72,1.59,2.47,1.53
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bassols M.,43,124,1139,527,4,6,6,1,6,2,2,1,Completed,1.36,3.2,1.38,3.28,1.38,3.45,1.34,3.2
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Noskova L.,Muguruza G.,56,82,949,764,6,1,6,4,,,2,0,Completed,1.57,2.38,1.55,2.62,1.59,2.62,1.55,2.42
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Martic P.,Mladenovic K.,36,145,1297,436,3,6,6,3,7,5,2,1,Completed,1.3,3.5,1.36,3.43,1.37,3.89,1.33,3.31
7,Lyon,Lyon Open,1/30/23,WTA250,Indoor,Hard,1st Round,3,Niemeier J.,Danilovic O.,71,141,825,443,7,5,2,6,6,3,2,1,Completed,1.53,2.5,1.61,2.46,1.62,2.5,1.56,2.41
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Andreeva E.,Blinkova A.,134,64,484,884,6,7,6,4,4,0,1,1,Retired,2.3,1.62,2.34,1.66,2.45,1.66,2.3,1.6
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Bondar A.,Parrizas Diaz N.,72,75,816,790,6,4,6,4,,,2,0,Completed,2.3,1.62,2.33,1.67,2.35,1.71,2.26,1.63
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Parks A.,Grabher J.,79,89,777,724,6,3,5,7,6,4,2,1,Completed,1.17,5,1.2,5.09,1.2,6.5,1.17,4.9
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Kovinic D.,Golubic V.,67,85,846,744,6,1,6,4,,,2,0,Completed,2.5,1.53,2.56,1.57,2.58,1.62,2.46,1.53
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Zhang S.,Brengle M.,23,80,1710,771,6,3,6,2,,,2,0,Completed,1.44,2.75,1.44,2.98,1.5,3.3,1.42,2.84
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Garcia C.,Martincova T.,5,87,4645,740,6,4,7,6,,,2,0,Completed,1.13,6,1.15,6.24,1.17,6.24,1.14,5.57
7,Lyon,Lyon Open,1/31/23,WTA250,Indoor,Hard,1st Round,3,Burel C.,Bogdan A.,107,68,599,840,7,5,6,4,,,2,0,Completed,2.5,1.53,2.54,1.57,2.63,1.62,2.43,1.55
7,Lyon,Lyon Open,2/1/23,WTA250,Indoor,Hard,1st Round,3,Paolini J.,Masarova R.,66,100,867,652,6,3,6,2,,,2,0,Completed,2.2,1.67,2.29,1.68,2.29,1.68,2.21,1.65
7,Lyon,Lyon Open,2/1/23,WTA250,Indoor,Hard,1st Round,3,Van Uytvanck A.,Korpatsch T.,76,78,786,784,6,2,6,4,,,2,0,Completed,1.22,4.33,1.26,4.29,1.28,4.5,1.23,4.08
7,Lyon,Lyon Open,2/1/23,WTA250,Indoor,Hard,2nd Round,3,Parks A.,Martic P.,79,36,777,1297,2,6,7,6,6,2,2,1,Completed,2,1.8,2,1.89,2.04,1.95,1.94,1.85
7,Lyon,Lyon Open,2/1/23,WTA250,Indoor,Hard,2nd Round,3,Osorio M.,Niemeier J.,73,71,804,825,7,6,7,5,,,2,0,Completed,2.2,1.67,2.14,1.78,2.25,1.78,2.15,1.69
7,Lyon,Lyon Open,2/1/23,WTA250,Indoor,Hard,2nd Round,3,Noskova L.,Sherif M.,56,50,949,991,6,3,6,2,,,2,0,Completed,1.17,5,1.2,5.2,1.2,5.5,1.18,4.79
7,Lyon,Lyon Open,2/2/23,WTA250,Indoor,Hard,2nd Round,3,Kovinic D.,Bondar A.,67,72,846,816,4,6,6,2,6,3,2,1,Completed,1.67,2.2,1.72,2.23,1.72,2.34,1.65,2.22
7,Lyon,Lyon Open,2/2/23,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Burel C.,43,107,1139,599,6,4,4,6,6,3,2,1,Completed,1.57,2.38,1.59,2.5,1.65,2.6,1.56,2.39
7,Lyon,Lyon Open,2/2/23,WTA250,Indoor,Hard,2nd Round,3,Zanevska M.,Zhang S.,93,23,702,1710,6,2,6,0,,,2,0,Completed,2.3,1.62,2.44,1.62,2.53,1.67,2.31,1.6
7,Lyon,Lyon Open,2/2/23,WTA250,Indoor,Hard,2nd Round,3,Garcia C.,Van Uytvanck A.,5,76,4645,786,2,6,6,0,6,1,2,1,Completed,1.25,4,1.26,4.21,1.29,4.21,1.26,3.79
7,Lyon,Lyon Open,2/2/23,WTA250,Indoor,Hard,2nd Round,3,Paolini J.,Andreeva E.,66,134,867,484,6,2,6,3,,,2,0,Completed,1.53,2.5,1.57,2.55,1.64,2.6,1.55,2.43
7,Lyon,Lyon Open,2/3/23,WTA250,Indoor,Hard,Quarterfinals,3,Parks A.,Kovinic D.,79,67,777,846,7,5,6,2,,,2,0,Completed,1.57,2.38,1.67,2.35,1.67,2.45,1.61,2.29
7,Lyon,Lyon Open,2/3/23,WTA250,Indoor,Hard,Quarterfinals,3,Zanevska M.,Potapova A.,93,43,702,1139,3,6,6,1,6,2,2,1,Completed,1.53,2.5,1.68,2.33,1.68,2.5,1.6,2.31
7,Lyon,Lyon Open,2/3/23,WTA250,Indoor,Hard,Quarterfinals,3,Garcia C.,Paolini J.,5,66,4645,867,7,5,7,5,,,2,0,Completed,1.17,5,1.16,6.32,1.19,6.32,1.16,5.07
7,Lyon,Lyon Open,2/3/23,WTA250,Indoor,Hard,Quarterfinals,3,Osorio M.,Noskova L.,73,56,804,949,6,4,7,6,,,2,0,Completed,4,1.25,3.6,1.34,4,1.34,3.68,1.27
7,Lyon,Lyon Open,2/4/23,WTA250,Indoor,Hard,Semifinals,3,Parks A.,Zanevska M.,79,93,777,702,6,3,7,6,,,2,0,Completed,1.8,2,1.82,2.11,1.83,2.19,1.77,2.04
7,Lyon,Lyon Open,2/4/23,WTA250,Indoor,Hard,Semifinals,3,Garcia C.,Osorio M.,5,73,4645,804,6,2,6,2,,,2,0,Completed,1.25,4,1.22,4.96,1.29,4.96,1.23,4.08
7,Lyon,Lyon Open,2/5/23,WTA250,Indoor,Hard,The Final,3,Parks A.,Garcia C.,79,5,777,4645,7,6,7,5,,,2,0,Completed,4.33,1.22,4.38,1.26,4.4,1.28,4.09,1.23
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/23,WTA500,Outdoor,Hard,1st Round,3,Mertens E.,Trevisan M.,32,25,1339,1572,6,0,6,2,,,2,0,Completed,1.29,3.75,1.28,4.06,1.29,4.12,1.26,3.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/23,WTA500,Outdoor,Hard,1st Round,3,Kontaveit A.,Zhang S.,18,23,1909,1710,4,6,7,6,6,4,2,1,Completed,1.5,2.63,1.56,2.58,1.56,2.65,1.5,2.54
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/23,WTA500,Outdoor,Hard,1st Round,3,Kostyuk M.,Cirstea S.,57,63,960,906,6,2,1,6,6,2,2,1,Completed,1.57,2.38,1.62,2.43,1.7,2.51,1.58,2.35
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/6/23,WTA500,Outdoor,Hard,1st Round,3,Ostapenko J.,Collins D.,12,42,2340,1218,7,5,1,6,7,5,2,1,Completed,2.2,1.67,2.17,1.76,2.32,1.76,2.16,1.68
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Zheng Q.,Marino R.,29,74,1415,829,6,3,6,3,,,2,0,Completed,1.3,3.5,1.34,3.56,1.36,3.94,1.3,3.44
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Haddad Maia B.,Bouzkova M.,14,26,2195,1521,4,6,6,3,6,0,2,1,Completed,1.8,2,1.8,2.11,1.85,2.11,1.77,2.01
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Rogers S.,Fernandez L.A.,46,39,1062,1258,6,4,6,7,6,1,2,1,Completed,2.38,1.57,2.48,1.6,2.6,1.62,2.41,1.55
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Samsonova L.,Liu C.,19,56,1905,972,0,6,6,2,6,0,2,1,Completed,1.3,3.5,1.33,3.51,1.35,3.85,1.3,3.43
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Teichmann J.,Yastremska D.,28,102,1429,640,6,3,7,6,,,2,0,Completed,1.67,2.2,1.64,2.39,1.76,2.39,1.64,2.22
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Pliskova Ka.,Bonaventure Y.,20,96,1880,684,6,1,6,3,,,2,0,Completed,1.22,4.33,1.23,4.57,1.25,4.81,1.21,4.25
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Putintseva Y.,Andreescu B.,45,37,1114,1301,7,6,6,2,,,2,0,Completed,2.3,1.62,2.54,1.57,2.61,1.63,2.38,1.56
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/7/23,WTA500,Outdoor,Hard,1st Round,3,Krejcikova B.,Ruse E.G.,30,148,1410,436,6,1,6,4,,,2,0,Completed,1.17,5,1.21,4.88,1.21,5.5,1.18,4.76
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/8/23,WTA500,Outdoor,Hard,2nd Round,3,Zheng Q.,Ostapenko J.,29,12,1415,2340,7,6,6,1,,,2,0,Completed,1.73,2.1,1.76,2.18,1.77,2.25,1.71,2.11
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/8/23,WTA500,Outdoor,Hard,2nd Round,3,Kudermetova V.,Mertens E.,11,32,2740,1339,6,1,7,5,,,2,0,Completed,1.67,2.2,1.64,2.38,1.68,2.4,1.62,2.26
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/8/23,WTA500,Outdoor,Hard,2nd Round,3,Bencic B.,Kostyuk M.,9,57,2905,960,6,4,7,5,,,2,0,Completed,1.33,3.4,1.36,3.4,1.36,3.4,1.34,3.21
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/8/23,WTA500,Outdoor,Hard,2nd Round,3,Rogers S.,Kontaveit A.,46,18,1062,1909,4,6,6,3,4,1,1,1,Retired,2,1.8,2.08,1.82,2.17,1.86,2.02,1.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/9/23,WTA500,Outdoor,Hard,2nd Round,3,Samsonova L.,Krejcikova B.,19,30,1905,1410,7,5,7,6,,,2,0,Completed,2,1.8,2.14,1.78,2.14,1.83,2.03,1.77
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/9/23,WTA500,Outdoor,Hard,2nd Round,3,Kasatkina D.,Teichmann J.,8,28,3380,1429,1,6,6,0,6,2,2,1,Completed,1.44,2.75,1.52,2.7,1.54,2.9,1.46,2.67
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/9/23,WTA500,Outdoor,Hard,2nd Round,3,Rybakina E.,Pliskova Ka.,10,20,2815,1880,6,4,6,2,,,2,0,Completed,1.5,2.63,1.51,2.72,1.52,2.85,1.48,2.61
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/9/23,WTA500,Outdoor,Hard,2nd Round,3,Haddad Maia B.,Putintseva Y.,14,45,2195,1114,6,4,6,7,7,6,2,1,Completed,1.5,2.63,1.58,2.51,1.64,2.8,1.53,2.49
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/10/23,WTA500,Outdoor,Hard,Quarterfinals,3,Bencic B.,Rogers S.,9,46,2905,1062,7,6,6,2,,,2,0,Completed,1.29,3.75,1.33,3.68,1.33,3.94,1.29,3.5
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/10/23,WTA500,Outdoor,Hard,Quarterfinals,3,Zheng Q.,Kasatkina D.,29,8,1415,3380,6,1,6,2,,,2,0,Completed,1.73,2.1,1.66,2.36,1.79,2.36,1.66,2.2
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/10/23,WTA500,Outdoor,Hard,Quarterfinals,3,Haddad Maia B.,Rybakina E.,14,10,2195,2815,3,6,6,3,6,2,2,1,Completed,4.33,1.22,4.66,1.24,4.8,1.32,4.11,1.23
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/10/23,WTA500,Outdoor,Hard,Quarterfinals,3,Samsonova L.,Kudermetova V.,19,11,1905,2740,6,3,6,3,,,2,0,Completed,2.2,1.67,2.24,1.73,2.31,1.73,2.21,1.64
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/11/23,WTA500,Outdoor,Hard,Semifinals,3,Bencic B.,Haddad Maia B.,9,14,2905,2195,6,2,6,3,,,2,0,Completed,1.44,2.75,1.45,2.97,1.48,3.03,1.42,2.8
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/11/23,WTA500,Outdoor,Hard,Semifinals,3,Samsonova L.,Zheng Q.,19,29,1905,1415,6,4,1,6,6,4,2,1,Completed,2,1.8,1.97,1.93,2.05,1.93,1.98,1.81
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2/12/23,WTA500,Outdoor,Hard,The Final,3,Bencic B.,Samsonova L.,9,19,2905,1905,1,6,7,6,6,4,2,1,Completed,1.62,2.3,1.68,2.33,1.68,2.35,1.62,2.27
9,Linz,Ladies Linz Open,2/6/23,WTA250,Indoor,Hard,1st Round,3,Niemeier J.,Kenin S.,71,209,853,323,2,6,6,3,6,4,2,1,Completed,2.2,1.67,2.2,1.74,2.32,1.74,2.16,1.68
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Van Uytvanck A.,Noskova L.,76,50,815,1009,7,6,6,2,,,2,0,Completed,2.75,1.44,2.59,1.56,2.85,1.57,2.56,1.5
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Lys E.,Rakhimova K.,126,115,539,565,6,4,7,6,,,2,0,Completed,1.62,2.3,1.68,2.29,1.68,2.4,1.63,2.25
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Vondrousova M.,Tomova V.,89,101,732,652,6,3,6,3,,,2,0,Completed,1.08,8,1.08,9.74,1.1,9.94,1.07,8.12
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Masarova R.,Alexandrova E.,99,17,658,2030,4,6,6,1,7,6,2,1,Completed,2.75,1.44,2.9,1.46,2.92,1.46,2.78,1.43
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Martic P.,Bassols M.,34,128,1325,536,6,1,7,5,,,2,0,Completed,1.29,3.75,1.3,3.81,1.3,3.85,1.28,3.6
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Bronzetti L.,44,66,1179,896,2,6,6,3,6,4,2,1,Completed,1.4,3,1.41,3.11,1.42,3.21,1.38,2.97
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Galfi D.,Pera B.,92,43,705,1205,6,2,7,6,,,2,0,Completed,5,1.17,5.13,1.2,5.13,1.2,4.79,1.18
9,Linz,Ladies Linz Open,2/7/23,WTA250,Indoor,Hard,1st Round,3,Giorgi C.,Cristian J.,73,193,836,340,6,1,6,2,,,2,0,Completed,1.29,3.75,1.32,3.7,1.32,3.76,1.29,3.51
